Periode,Provinsi,Luas Panen (Ha),Produksi Padi (Ton-GKG),Produktivitas (Ton/Ha)
2019-04-01,SULAWESI TENGAH,21879.65,98178.90,4.49
2019-05-01,SULAWESI TENGAH,23743.76,108794.88,4.58
2019-06-01,SULAWESI TENGAH,13822.22,63954.70,4.63
2019-07-01,SULAWESI TENGAH,9357.60,43618.81,4.66
2019-08-01,SULAWESI TENGAH,7743.38,36494.24,4.71
2019-09-01,SULAWESI TENGAH,15936.27,70807.07,4.44
2019-10-01,SULAWESI TENGAH,27028.62,120938.10,4.47
2019-11-01,SULAWESI TENGAH,24028.42,108139.25,4.5
2019-12-01,SULAWESI TENGAH,8373.79,36637.58,4.38
2020-01-01,SULAWESI TENGAH,6431.06,28097.11,4.37
2020-02-01,SULAWESI TENGAH,6446.52,29059.48,4.51
2020-03-01,SULAWESI TENGAH,17021.08,79267.30,4.66
2020-04-01,SULAWESI TENGAH,24798.44,111077.56,4.48
2020-05-01,SULAWESI TENGAH,22332.47,100378.56,4.49
2020-06-01,SULAWESI TENGAH,10788.28,47958.07,4.45
2020-07-01,SULAWESI TENGAH,7470.44,32328.23,4.33
2020-08-01,SULAWESI TENGAH,15759.00,71052.68,4.51
2020-09-01,SULAWESI TENGAH,15735.59,66519.37,4.23
2020-10-01,SULAWESI TENGAH,26403.21,116377.86,4.41
2020-11-01,SULAWESI TENGAH,19869.39,88286.49,4.44
2020-12-01,SULAWESI TENGAH,5011.46,21846.13,4.36
2021-01-01,SULAWESI TENGAH,9617.97,47199.02,4.91
2021-02-01,SULAWESI TENGAH,15408.84,77616.20,5.04
2021-03-01,SULAWESI TENGAH,10402.93,49268.11,4.74
2021-04-01,SULAWESI TENGAH,19825.13,89592.63,4.52
2021-05-01,SULAWESI TENGAH,24919.14,117981.63,4.73
2021-06-01,SULAWESI TENGAH,14673.15,72003.69,4.91
2021-07-01,SULAWESI TENGAH,13912.76,72513.82,5.21
2021-08-01,SULAWESI TENGAH,4444.65,22196.09,4.99
2021-09-01,SULAWESI TENGAH,6566.38,28976.58,4.41
2021-10-01,SULAWESI TENGAH,28413.21,130420.08,4.59
2021-11-01,SULAWESI TENGAH,20983.35,97790.14,4.66
2021-12-01,SULAWESI TENGAH,13019.11,61454.78,4.72
2018-01-01,SULAWESI SELATAN,88348.99,413279.95,4.68
2018-02-01,SULAWESI SELATAN,66948.24,335486.80,5.01
2018-03-01,SULAWESI SELATAN,135015.67,708707.30,5.25
2018-04-01,SULAWESI SELATAN,162020.32,849923.58,5.25
2018-05-01,SULAWESI SELATAN,114190.01,554844.90,4.86
2018-06-01,SULAWESI SELATAN,33732.41,157448.30,4.67
2018-07-01,SULAWESI SELATAN,47378.73,232916.41,4.92
2018-08-01,SULAWESI SELATAN,175635.84,877996.70,5
2018-09-01,SULAWESI SELATAN,219866.88,1073461.62,4.88
2018-10-01,SULAWESI SELATAN,56967.53,292750.95,5.14
2018-11-01,SULAWESI SELATAN,65525.73,357132.46,5.45
2018-12-01,SULAWESI SELATAN,19853.75,98667.48,4.97
2019-01-01,SULAWESI SELATAN,17822.50,85492.19,4.8
2019-02-01,SULAWESI SELATAN,37414.36,185693.75,4.96
2019-03-01,SULAWESI SELATAN,134023.02,679185.28,5.07
2019-04-01,SULAWESI SELATAN,164718.66,809611.08,4.92
2019-05-01,SULAWESI SELATAN,106757.39,513983.35,4.81
2019-06-01,SULAWESI SELATAN,32541.60,152008.50,4.67
2019-07-01,SULAWESI SELATAN,50932.26,247545.88,4.86
2019-08-01,SULAWESI SELATAN,206438.64,974677.51,4.72
2019-09-01,SULAWESI SELATAN,118897.21,634188.91,5.33
2019-10-01,SULAWESI SELATAN,64641.28,351478.07,5.44
2019-11-01,SULAWESI SELATAN,58103.88,330568.61,5.69
2019-12-01,SULAWESI SELATAN,17897.95,89733.83,5.01
2020-01-01,SULAWESI SELATAN,12522.80,54341.44,4.34
2020-02-01,SULAWESI SELATAN,18214.36,84653.31,4.65
2020-03-01,SULAWESI SELATAN,79702.32,373737.15,4.69
2020-04-01,SULAWESI SELATAN,140774.79,669980.12,4.76
2020-05-01,SULAWESI SELATAN,159851.62,713775.64,4.47
2020-06-01,SULAWESI SELATAN,42880.90,188368.52,4.39
2020-07-01,SULAWESI SELATAN,45676.00,201679.77,4.42
2020-08-01,SULAWESI SELATAN,185307.15,813609.39,4.39
2020-09-01,SULAWESI SELATAN,130652.73,695673.43,5.32
2020-10-01,SULAWESI SELATAN,77750.19,430239.91,5.53
2020-11-01,SULAWESI SELATAN,66102.58,388009.03,5.87
2020-12-01,SULAWESI SELATAN,16822.70,94397.26,5.61
2021-01-01,SULAWESI SELATAN,23823.09,109247.27,4.59
2021-02-01,SULAWESI SELATAN,28946.14,143719.90,4.97
2021-03-01,SULAWESI SELATAN,121868.32,613377.97,5.03
2021-04-01,SULAWESI SELATAN,182283.47,919015.78,5.04
2021-05-01,SULAWESI SELATAN,93927.52,497796.79,5.3
2021-06-01,SULAWESI SELATAN,19546.48,100790.87,5.16
2021-07-01,SULAWESI SELATAN,31178.58,155657.99,4.99
2021-08-01,SULAWESI SELATAN,114375.58,554338.31,4.85
2021-09-01,SULAWESI SELATAN,199762.63,1057021.11,5.29
2021-10-01,SULAWESI SELATAN,93951.36,519583.70,5.53
2021-11-01,SULAWESI SELATAN,56980.57,322137.55,5.65
2021-12-01,SULAWESI SELATAN,18514.49,97949.99,5.29
2018-01-01,SULAWESI TENGGARA,11035.00,47142.83,4.27
2018-02-01,SULAWESI TENGGARA,7290.14,30710.19,4.21
2018-03-01,SULAWESI TENGGARA,5236.50,21928.43,4.19
2018-04-01,SULAWESI TENGGARA,11822.24,49323.63,4.17
2018-05-01,SULAWESI TENGGARA,17285.68,64950.60,3.76
2018-06-01,SULAWESI TENGGARA,13682.54,49834.88,3.64
2018-07-01,SULAWESI TENGGARA,13461.68,46582.72,3.46
2018-08-01,SULAWESI TENGGARA,7793.34,29379.57,3.77
2018-09-01,SULAWESI TENGGARA,9866.46,40547.16,4.11
2018-10-01,SULAWESI TENGGARA,18571.75,76183.29,4.1
2018-11-01,SULAWESI TENGGARA,12696.44,50495.71,3.98
2018-12-01,SULAWESI TENGGARA,7931.98,31797.13,4.01
2019-01-01,SULAWESI TENGGARA,8313.45,34320.86,4.13
2019-02-01,SULAWESI TENGGARA,4998.58,20472.82,4.1
2019-03-01,SULAWESI TENGGARA,3931.03,15695.83,3.99
2019-04-01,SULAWESI TENGGARA,13353.58,53018.55,3.97
2019-05-01,SULAWESI TENGGARA,20869.08,71545.81,3.43
2019-06-01,SULAWESI TENGGARA,16776.18,58143.11,3.47
2019-07-01,SULAWESI TENGGARA,9998.75,34114.18,3.41
2019-08-01,SULAWESI TENGGARA,8234.55,29668.67,3.6
2019-09-01,SULAWESI TENGGARA,7419.94,32931.26,4.44
2019-10-01,SULAWESI TENGGARA,19633.32,85634.67,4.36
2019-11-01,SULAWESI TENGGARA,13336.07,59524.56,4.46
2019-12-01,SULAWESI TENGGARA,5479.33,24636.61,4.5
2020-01-01,SULAWESI TENGGARA,8891.51,40967.12,4.61
2020-02-01,SULAWESI TENGGARA,2323.68,10185.47,4.38
2020-03-01,SULAWESI TENGGARA,1115.57,4565.53,4.09
2020-04-01,SULAWESI TENGGARA,8714.74,36955.23,4.24
2020-05-01,SULAWESI TENGGARA,23169.73,82512.86,3.56
2020-06-01,SULAWESI TENGGARA,14577.63,50790.08,3.48
2020-07-01,SULAWESI TENGGARA,12050.63,44277.25,3.67
2020-08-01,SULAWESI TENGGARA,8488.82,32026.03,3.77
2020-09-01,SULAWESI TENGGARA,6192.09,27581.91,4.45
2020-10-01,SULAWESI TENGGARA,24234.20,103111.53,4.25
2020-11-01,SULAWESI TENGGARA,16400.70,67814.76,4.13
2020-12-01,SULAWESI TENGGARA,7537.85,31985.72,4.24
2021-01-01,SULAWESI TENGGARA,5705.98,23748.12,4.16
2021-02-01,SULAWESI TENGGARA,3878.53,17531.36,4.52
2021-03-01,SULAWESI TENGGARA,3184.95,14557.42,4.57
2021-04-01,SULAWESI TENGGARA,15312.39,65191.32,4.26
2021-05-01,SULAWESI TENGGARA,25888.94,103356.04,3.99
2021-06-01,SULAWESI TENGGARA,9563.79,37903.55,3.96
2021-07-01,SULAWESI TENGGARA,6099.23,23517.82,3.86
2021-08-01,SULAWESI TENGGARA,4811.53,20450.24,4.25
2021-09-01,SULAWESI TENGGARA,7993.34,35706.60,4.47
2021-10-01,SULAWESI TENGGARA,20578.19,85795.29,4.17
2021-11-01,SULAWESI TENGGARA,14810.27,62129.07,4.19
2021-12-01,SULAWESI TENGGARA,9690.15,40142.25,4.14
2018-01-01,GORONTALO,8509.17,42111.32,4.95
2018-02-01,GORONTALO,6879.34,33868.85,4.92
2018-03-01,GORONTALO,3791.26,18530.15,4.89
2018-04-01,GORONTALO,4358.70,21931.64,5.03
2018-05-01,GORONTALO,3681.45,17681.66,4.8
2018-06-01,GORONTALO,7828.26,34094.28,4.36
2018-07-01,GORONTALO,7736.61,33801.79,4.37
2018-08-01,GORONTALO,2342.64,10094.95,4.31
2018-09-01,GORONTALO,3583.50,17428.08,4.86
2018-10-01,GORONTALO,3698.88,18636.15,5.04
2018-11-01,GORONTALO,1151.53,5783.35,5.02
2018-12-01,GORONTALO,3070.30,15578.18,5.07
2019-01-01,GORONTALO,3610.21,17948.68,4.97
2019-02-01,GORONTALO,3828.12,19130.66,5
2019-03-01,GORONTALO,8405.53,42719.69,5.08
2019-04-01,GORONTALO,7343.31,36130.48,4.92
2019-05-01,GORONTALO,1469.00,6255.15,4.26
2019-06-01,GORONTALO,4612.36,19131.80,4.15
2019-07-01,GORONTALO,2396.63,10422.79,4.35
2019-08-01,GORONTALO,6994.65,31000.15,4.43
2019-09-01,GORONTALO,5562.36,25275.55,4.54
2019-10-01,GORONTALO,3303.44,16828.82,5.09
2019-11-01,GORONTALO,490.58,2264.04,4.62
2019-12-01,GORONTALO,993.76,4103.30,4.13
2020-01-01,GORONTALO,3616.11,17252.74,4.77
2020-02-01,GORONTALO,2397.86,12364.65,5.16
2020-03-01,GORONTALO,5031.25,26963.13,5.36
2020-04-01,GORONTALO,5231.52,25994.26,4.97
2020-05-01,GORONTALO,3778.85,17438.08,4.61
2020-06-01,GORONTALO,4630.03,21445.09,4.63
2020-07-01,GORONTALO,3733.72,17742.52,4.75
2020-08-01,GORONTALO,4807.36,22293.30,4.64
2020-09-01,GORONTALO,7081.58,29748.71,4.2
2020-10-01,GORONTALO,3030.34,12900.62,4.26
2020-11-01,GORONTALO,1235.27,5255.70,4.25
2020-12-01,GORONTALO,4112.45,18228.40,4.43
2021-01-01,GORONTALO,4448.03,22021.18,4.95
2021-02-01,GORONTALO,7660.55,38464.71,5.02
2021-03-01,GORONTALO,3838.35,19323.97,5.03
2021-04-01,GORONTALO,3379.78,17432.71,5.16
2021-05-01,GORONTALO,5583.60,28005.39,5.02
2021-06-01,GORONTALO,3316.13,14817.35,4.47
2021-07-01,GORONTALO,3572.02,14842.58,4.16
2021-08-01,GORONTALO,5773.96,24940.60,4.32
2021-09-01,GORONTALO,2897.50,13242.76,4.57
2021-10-01,GORONTALO,6184.32,31683.94,5.12
2021-11-01,GORONTALO,1406.94,6580.67,4.68
2021-12-01,GORONTALO,652.32,3037.00,4.66
2018-01-01,SULAWESI BARAT,2172.33,8785.10,4.04
2018-02-01,SULAWESI BARAT,6667.09,31857.10,4.78
2018-03-01,SULAWESI BARAT,14571.96,79065.03,5.43
2018-04-01,SULAWESI BARAT,7163.27,34552.68,4.82
2018-05-01,SULAWESI BARAT,2791.63,11964.34,4.29
2018-06-01,SULAWESI BARAT,3041.81,12525.31,4.12
2018-07-01,SULAWESI BARAT,5247.68,24076.86,4.59
2018-08-01,SULAWESI BARAT,14498.96,73589.85,5.08
2018-09-01,SULAWESI BARAT,4458.27,20814.64,4.67
2018-10-01,SULAWESI BARAT,1804.62,7705.25,4.27
2018-11-01,SULAWESI BARAT,1854.14,7309.40,3.94
2018-12-01,SULAWESI BARAT,1032.02,4232.81,4.1
2019-01-01,SULAWESI BARAT,2260.49,9057.77,4.01
2019-02-01,SULAWESI BARAT,4149.81,21327.95,5.14
2019-03-01,SULAWESI BARAT,17688.45,98640.98,5.58
2019-04-01,SULAWESI BARAT,4834.12,24753.98,5.12
2019-05-01,SULAWESI BARAT,2640.56,11206.49,4.24
2019-06-01,SULAWESI BARAT,2744.91,11202.10,4.08
2019-07-01,SULAWESI BARAT,5466.33,23486.38,4.3
2019-08-01,SULAWESI BARAT,11540.45,50983.79,4.42
2019-09-01,SULAWESI BARAT,5395.06,24679.89,4.57
2019-10-01,SULAWESI BARAT,3368.90,14427.98,4.28
2019-11-01,SULAWESI BARAT,830.63,3554.06,4.28
2019-12-01,SULAWESI BARAT,1661.76,6820.85,4.1
2020-01-01,SULAWESI BARAT,1656.60,6792.58,4.1
2020-02-01,SULAWESI BARAT,2971.57,14094.90,4.74
2020-03-01,SULAWESI BARAT,7409.53,42067.03,5.68
2020-04-01,SULAWESI BARAT,7122.03,41555.24,5.83
2020-05-01,SULAWESI BARAT,6384.89,31034.30,4.86
2020-06-01,SULAWESI BARAT,7178.16,34602.74,4.82
2020-07-01,SULAWESI BARAT,2862.60,12640.95,4.42
2020-08-01,SULAWESI BARAT,8293.11,39788.84,4.8
2020-09-01,SULAWESI BARAT,6433.13,38499.58,5.98
2020-10-01,SULAWESI BARAT,6277.02,37829.74,6.03
2020-11-01,SULAWESI BARAT,5738.98,34466.46,6.01
2020-12-01,SULAWESI BARAT,2498.56,11678.01,4.67
2021-01-01,SULAWESI BARAT,1678.60,7273.84,4.33
2021-02-01,SULAWESI BARAT,3760.22,19512.56,5.19
2021-03-01,SULAWESI BARAT,10906.05,58985.79,5.41
2021-04-01,SULAWESI BARAT,4842.12,26406.79,5.45
2021-05-01,SULAWESI BARAT,5480.15,29929.55,5.46
2021-06-01,SULAWESI BARAT,3803.81,18098.82,4.76
2021-07-01,SULAWESI BARAT,5234.74,26774.30,5.11
2021-08-01,SULAWESI BARAT,8358.67,45710.49,5.47
2021-09-01,SULAWESI BARAT,3218.44,16997.78,5.28
2021-10-01,SULAWESI BARAT,5643.40,28587.52,5.07
2021-11-01,SULAWESI BARAT,4076.51,19746.74,4.84
2021-12-01,SULAWESI BARAT,2760.47,13048.28,4.73
2018-01-01,MALUKU,4213.23,17007.62,4.04
2018-02-01,MALUKU,2933.57,11871.71,4.05
2018-03-01,MALUKU,2156.07,8649.45,4.01
2018-04-01,MALUKU,2141.32,8634.11,4.03
2018-05-01,MALUKU,2358.74,9054.49,3.84
2018-06-01,MALUKU,2537.62,9934.46,3.91
2018-07-01,MALUKU,3234.15,12439.54,3.85
2018-08-01,MALUKU,2906.53,11149.57,3.84
2018-09-01,MALUKU,700.96,967.26,1.38
2018-10-01,MALUKU,2718.40,12895.29,4.74
2018-11-01,MALUKU,2009.95,9747.40,4.85
2018-12-01,MALUKU,1141.60,3877.96,3.4
2019-01-01,MALUKU,1423.52,4869.89,3.42
2019-02-01,MALUKU,2706.93,11112.50,4.11
2019-03-01,MALUKU,3037.27,11186.78,3.68
2019-04-01,MALUKU,3542.78,13446.54,3.8
2019-05-01,MALUKU,1333.81,4579.92,3.43
2019-06-01,MALUKU,840.45,3046.05,3.62
2019-07-01,MALUKU,4370.87,14785.16,3.38
2019-08-01,MALUKU,4878.32,18430.90,3.78
2019-09-01,MALUKU,1280.33,6056.60,4.73
2019-10-01,MALUKU,1441.58,6402.30,4.44
2019-11-01,MALUKU,182.92,760.23,4.16
2019-12-01,MALUKU,938.07,3577.88,3.81
2020-01-01,MALUKU,2522.56,9590.04,3.8
2020-02-01,MALUKU,996.37,3740.77,3.75
2020-03-01,MALUKU,2050.88,7520.14,3.67
2020-04-01,MALUKU,2738.32,9103.35,3.32
2020-05-01,MALUKU,2150.26,8309.39,3.86
2020-06-01,MALUKU,3826.41,15736.48,4.11
2020-07-01,MALUKU,1881.36,7563.38,4.02
2020-08-01,MALUKU,4175.76,16864.03,4.04
2020-09-01,MALUKU,1544.32,5858.85,3.79
2020-10-01,MALUKU,2410.79,9161.89,3.8
2020-11-01,MALUKU,2666.81,10337.08,3.88
2020-12-01,MALUKU,1704.38,6661.90,3.91
2021-01-01,MALUKU,3312.24,13354.55,4.03
2021-02-01,MALUKU,2035.05,7850.18,3.86
2021-03-01,MALUKU,3494.05,14993.64,4.29
2021-04-01,MALUKU,3071.39,12485.21,4.07
2021-05-01,MALUKU,1081.90,4174.59,3.86
2021-06-01,MALUKU,3507.06,14591.33,4.16
2021-07-01,MALUKU,1525.73,6331.73,4.15
2021-08-01,MALUKU,2227.82,9166.24,4.11
2021-09-01,MALUKU,1636.51,6726.73,4.11
2021-10-01,MALUKU,3458.98,14613.55,4.22
2021-11-01,MALUKU,1539.79,6608.81,4.29
2021-12-01,MALUKU,1429.23,5907.11,4.13
2018-01-01,MALUKU UTARA,819.58,3089.57,3.77
2018-02-01,MALUKU UTARA,1644.32,7033.74,4.28
2018-03-01,MALUKU UTARA,2571.66,9073.97,3.53
2018-04-01,MALUKU UTARA,794.94,3014.87,3.79
2018-05-01,MALUKU UTARA,612.69,2212.77,3.61
2018-06-01,MALUKU UTARA,596.65,2291.70,3.84
2018-07-01,MALUKU UTARA,1085.50,3924.42,3.62
2018-08-01,MALUKU UTARA,2948.98,10522.63,3.57
2018-09-01,MALUKU UTARA,665.69,2210.03,3.32
2018-10-01,MALUKU UTARA,341.35,1153.59,3.38
2018-11-01,MALUKU UTARA,543.30,1840.98,3.39
2018-12-01,MALUKU UTARA,788.09,2678.84,3.4
2019-01-01,MALUKU UTARA,960.18,3305.70,3.44
2019-02-01,MALUKU UTARA,1855.92,5764.21,3.11
2019-03-01,MALUKU UTARA,1186.78,3628.04,3.06
2019-04-01,MALUKU UTARA,831.21,2469.73,2.97
2019-05-01,MALUKU UTARA,983.18,3423.08,3.48
2019-06-01,MALUKU UTARA,634.29,1899.48,2.99
2019-07-01,MALUKU UTARA,1218.29,3848.18,3.16
2019-08-01,MALUKU UTARA,965.81,3310.33,3.43
2019-09-01,MALUKU UTARA,892.48,3072.88,3.44
2019-10-01,MALUKU UTARA,901.65,3093.60,3.43
2019-11-01,MALUKU UTARA,676.57,2259.70,3.34
2019-12-01,MALUKU UTARA,594.14,1870.71,3.15
2020-01-01,MALUKU UTARA,967.99,3785.60,3.91
2020-02-01,MALUKU UTARA,1730.65,7244.54,4.19
2020-03-01,MALUKU UTARA,470.56,1690.37,3.59
2020-04-01,MALUKU UTARA,910.91,3543.57,3.89
2020-05-01,MALUKU UTARA,752.01,3030.08,4.03
2020-06-01,MALUKU UTARA,581.68,2146.66,3.69
2020-07-01,MALUKU UTARA,2008.19,9879.86,4.92
2020-08-01,MALUKU UTARA,916.48,4293.33,4.68
2020-09-01,MALUKU UTARA,834.75,3096.37,3.71
2020-10-01,MALUKU UTARA,695.54,2722.31,3.91
2020-11-01,MALUKU UTARA,121.85,553.63,4.54
2020-12-01,MALUKU UTARA,311.30,1396.53,4.49
2021-01-01,MALUKU UTARA,1879.56,7241.60,3.85
2021-02-01,MALUKU UTARA,1179.96,4757.71,4.03
2021-03-01,MALUKU UTARA,828.91,3530.79,4.26
2021-04-01,MALUKU UTARA,819.10,3719.14,4.54
2021-05-01,MALUKU UTARA,274.78,860.61,3.13
2021-06-01,MALUKU UTARA,765.09,2252.90,2.94
2021-07-01,MALUKU UTARA,1208.79,3473.15,2.87
2021-08-01,MALUKU UTARA,155.06,450.79,2.91
2021-09-01,MALUKU UTARA,103.81,280.59,2.7
2021-10-01,MALUKU UTARA,351.55,917.29,2.61
2021-11-01,MALUKU UTARA,170.52,449.33,2.64
2021-12-01,MALUKU UTARA,44.83,116.90,2.61
2018-01-01,PAPUA BARAT,408.32,1307.77,3.2
2018-02-01,PAPUA BARAT,403.84,1343.14,3.33
2018-03-01,PAPUA BARAT,468.80,1675.55,3.57
2018-04-01,PAPUA BARAT,979.98,2898.87,2.96
2018-05-01,PAPUA BARAT,1541.58,4548.47,2.95
2018-06-01,PAPUA BARAT,486.97,1418.31,2.91
2018-07-01,PAPUA BARAT,413.53,1222.14,2.96
2018-08-01,PAPUA BARAT,182.86,536.69,2.93
2018-09-01,PAPUA BARAT,358.01,1345.14,3.76
2018-10-01,PAPUA BARAT,1686.73,5704.17,3.38
2018-11-01,PAPUA BARAT,554.30,2003.00,3.61
2018-12-01,PAPUA BARAT,282.09,963.88,3.42
2019-01-01,PAPUA BARAT,354.08,1182.88,3.34
2019-02-01,PAPUA BARAT,235.61,723.90,3.07
2019-03-01,PAPUA BARAT,1062.15,4419.25,4.16
2019-04-01,PAPUA BARAT,1345.70,4794.33,3.56
2019-05-01,PAPUA BARAT,136.66,664.11,4.86
2019-06-01,PAPUA BARAT,321.92,1551.36,4.82
2019-07-01,PAPUA BARAT,358.84,1752.83,4.88
2019-08-01,PAPUA BARAT,482.99,2352.25,4.87
2019-09-01,PAPUA BARAT,252.02,1047.33,4.16
2019-10-01,PAPUA BARAT,1913.01,8393.03,4.39
2019-11-01,PAPUA BARAT,391.56,1584.40,4.05
2019-12-01,PAPUA BARAT,337.61,1477.89,4.38
2020-01-01,PAPUA BARAT,467.47,1395.00,2.98
2020-02-01,PAPUA BARAT,81.72,239.97,2.94
2020-03-01,PAPUA BARAT,1286.72,3566.25,2.77
2020-04-01,PAPUA BARAT,339.93,932.67,2.74
2020-05-01,PAPUA BARAT,1107.91,3510.70,3.17
2020-06-01,PAPUA BARAT,997.42,2982.83,2.99
2020-07-01,PAPUA BARAT,245.87,858.46,3.49
2020-08-01,PAPUA BARAT,81.48,264.32,3.24
2020-09-01,PAPUA BARAT,1040.64,3566.35,3.43
2020-10-01,PAPUA BARAT,746.54,2420.43,3.24
2020-11-01,PAPUA BARAT,907.07,3668.86,4.04
2020-12-01,PAPUA BARAT,267.86,972.49,3.63
2021-01-01,PAPUA BARAT,370.54,1413.28,3.81
2021-02-01,PAPUA BARAT,125.91,431.19,3.42
2021-03-01,PAPUA BARAT,780.84,2789.72,3.57
2021-04-01,PAPUA BARAT,1360.94,5151.93,3.79
2021-05-01,PAPUA BARAT,594.84,2775.85,4.67
2021-06-01,PAPUA BARAT,591.29,2593.82,4.39
2021-07-01,PAPUA BARAT,19.88,52.37,2.63
2021-08-01,PAPUA BARAT,159.96,635.54,3.97
2021-09-01,PAPUA BARAT,1216.46,5181.53,4.26
2021-10-01,PAPUA BARAT,549.29,2239.57,4.08
2021-11-01,PAPUA BARAT,554.10,3320.54,5.99
2021-12-01,PAPUA BARAT,90.89,341.59,3.76
2018-01-01,PAPUA,132.36,576.80,4.36
2018-02-01,PAPUA,3128.48,14297.29,4.57
2018-03-01,PAPUA,8800.02,40292.09,4.58
2018-04-01,PAPUA,9121.24,41768.67,4.58
2018-05-01,PAPUA,4521.79,18666.55,4.13
2018-06-01,PAPUA,3923.54,15830.29,4.03
2018-07-01,PAPUA,6405.36,25847.98,4.04
2018-08-01,PAPUA,9391.35,37894.55,4.04
2018-09-01,PAPUA,4469.52,17874.13,4
2018-10-01,PAPUA,2296.34,9183.34,4
2018-11-01,PAPUA,176.45,705.70,4
2018-12-01,PAPUA,45.50,182.03,4
2019-01-01,PAPUA,649.60,2716.84,4.18
2019-02-01,PAPUA,640.93,2687.01,4.19
2019-03-01,PAPUA,2781.31,13183.64,4.74
2019-04-01,PAPUA,14886.64,73460.58,4.93
2019-05-01,PAPUA,7623.81,24749.03,3.25
2019-06-01,PAPUA,1064.62,3410.16,3.2
2019-07-01,PAPUA,2302.24,7450.21,3.24
2019-08-01,PAPUA,11129.12,36028.94,3.24
2019-09-01,PAPUA,9549.42,52446.73,5.49
2019-10-01,PAPUA,2422.98,13307.33,5.49
2019-11-01,PAPUA,740.23,4051.12,5.47
2019-12-01,PAPUA,340.82,1847.92,5.42
2020-01-01,PAPUA,351.91,1187.59,3.37
2020-02-01,PAPUA,500.69,1759.10,3.51
2020-03-01,PAPUA,938.32,3207.61,3.42
2020-04-01,PAPUA,8546.78,28692.61,3.36
2020-05-01,PAPUA,15471.07,46475.56,3
2020-06-01,PAPUA,1593.46,4790.52,3.01
2020-07-01,PAPUA,995.17,3015.64,3.03
2020-08-01,PAPUA,6860.86,20620.04,3.01
2020-09-01,PAPUA,12540.27,40365.23,3.22
2020-10-01,PAPUA,3645.58,11734.57,3.22
2020-11-01,PAPUA,746.74,2403.96,3.22
2020-12-01,PAPUA,536.67,1749.87,3.26
2021-01-01,PAPUA,1346.39,5885.57,4.37
2021-02-01,PAPUA,673.83,2927.75,4.34
2021-03-01,PAPUA,5821.51,25217.45,4.33
2021-04-01,PAPUA,13204.78,57199.82,4.33
2021-05-01,PAPUA,4472.24,23937.68,5.35
2021-06-01,PAPUA,2526.62,12158.06,4.81
2021-07-01,PAPUA,4963.36,26794.50,5.4
2021-08-01,PAPUA,10362.24,56394.08,5.44
2021-09-01,PAPUA,6096.86,21357.87,3.5
2021-10-01,PAPUA,2725.81,9560.80,3.51
2021-11-01,PAPUA,10904.95,38217.09,3.5
2021-12-01,PAPUA,1886.31,6629.13,3.51
